loan_id,customer_id,asset_type,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,days_past_due,ltv,unemployment_rate,default_probability,default_flag,lgd,ead,ecl,stage
LN001365,CUST001365,Mortgage,33179.12,9.48,48,843,1417214.38,90,85.07,8.05,0.24,1,0.4,33179.12,3185.2,3
LN001366,CUST001366,Auto Loan,20006.98,6.21,36,643,1494782.96,90,50.02,8.12,0.26,0,0.25,20006.98,1300.45,3
LN001367,CUST001367,Mortgage,21348.15,9.78,180,585,997018.03,60,45.9,8.08,0.11,0,0.25,21348.15,587.07,2
LN001368,CUST001368,Structured Credit,18304.12,7.99,60,779,798407.49,0,75.47,6.58,0.02,0,0.35,18304.12,128.13,1
LN001369,CUST001369,Auto Loan,30010.81,9.14,48,776,2084249.17,0,84.5,5.86,0.06,0,0.4,30010.81,720.26,1
LN001370,CUST001370,Auto Loan,86129.48,10.14,180,732,489163.44,0,48.94,4.87,0.02,0,0.25,86129.48,430.65,1
LN001371,CUST001371,Structured Credit,20669.89,8.6,48,811,1346547.33,30,62.32,3.02,0.02,0,0.35,20669.89,144.69,2
LN001372,CUST001372,Auto Loan,41437.15,10.7,120,680,1677393.83,0,92.22,7.59,0.09,0,0.4,41437.15,1491.74,1
LN001373,CUST001373,Structured Credit,22932.66,10.06,36,614,483280.65,120,96.65,4.66,0.27,0,0.5,22932.66,3095.91,3
LN001374,CUST001374,Mortgage,30266.1,9.31,36,735,1419115.96,0,67.24,4.98,0.02,0,0.25,30266.1,151.33,1
LN001375,CUST001375,Auto Loan,12619.15,6.06,180,666,1549422.9,0,44.77,8.06,0.05,0,0.25,12619.15,157.74,1
LN001376,CUST001376,Structured Credit,31120.54,10.85,360,735,1920616.14,90,55.46,3.31,0.17,0,0.35,31120.54,1851.67,3
LN001377,CUST001377,Mortgage,31710.6,11.55,120,823,778381.11,30,53.98,8.57,0.05,1,0.25,31710.6,396.38,2
LN001378,CUST001378,Mortgage,53008.18,5.96,60,700,909986.88,120,54.34,3.01,0.17,1,0.25,53008.18,2252.85,3
LN001379,CUST001379,Auto Loan,42459.1,8.42,120,700,1531422.58,30,69.63,8.64,0.05,0,0.25,42459.1,530.74,2
LN001380,CUST001380,Mortgage,15695.44,6.81,360,585,2462034.42,0,74.99,5.73,0.08,0,0.25,15695.44,313.91,1
LN001381,CUST001381,Auto Loan,77570.21,10.28,120,644,739359.66,90,47.35,3.61,0.23,0,0.25,77570.21,4460.29,3
LN001382,CUST001382,Auto Loan,42075.13,10.05,240,683,2468283.61,0,93.36,7.04,0.09,0,0.4,42075.13,1514.7,1
LN001383,CUST001383,Structured Credit,41725.82,5.99,60,711,1857270.7,90,77.2,8.38,0.2,0,0.35,41725.82,2920.81,3
LN001384,CUST001384,Auto Loan,36082.83,11.14,60,593,2108684.66,60,75.84,5.63,0.08,0,0.25,36082.83,721.66,2
LN001385,CUST001385,Mortgage,25274.97,6.27,120,849,451692.85,0,99.24,7.15,0.09,0,0.4,25274.97,909.9,1
LN001386,CUST001386,Auto Loan,42296.59,10.58,48,832,925945.42,30,77.69,8.88,0.05,0,0.25,42296.59,528.71,2
LN001387,CUST001387,Mortgage,50661.01,8.2,240,789,379906.63,0,95.74,4.44,0.06,0,0.4,50661.01,1215.86,1
LN001388,CUST001388,Auto Loan,10691.17,7.3,48,601,1085980.74,0,57.18,7.92,0.11,1,0.25,10691.17,294.01,1
LN001389,CUST001389,Structured Credit,24906.08,6.11,120,830,2457901.73,0,54.41,4.77,0.02,0,0.35,24906.08,174.34,1
LN001390,CUST001390,Mortgage,30379.92,6.17,48,623,486864.39,0,70.99,5.56,0.08,0,0.25,30379.92,607.6,1
LN001391,CUST001391,Auto Loan,43447.97,9.63,60,844,1515338.76,0,70.52,4.69,0.02,0,0.25,43447.97,217.24,1
LN001392,CUST001392,Auto Loan,83727.08,8.85,60,787,263658.9,0,53.59,5.68,0.02,0,0.25,83727.08,418.64,1
LN001393,CUST001393,Auto Loan,21158.17,5.85,48,716,1853536.34,120,81.98,3.03,0.21,0,0.4,21158.17,1777.29,3
LN001394,CUST001394,Mortgage,25627.64,5.79,60,689,693683.56,0,41.78,4.82,0.02,0,0.25,25627.64,128.14,1
LN001395,CUST001395,Auto Loan,25367.55,5.51,36,688,541565.21,0,81.44,5.67,0.06,0,0.4,25367.55,608.82,1
LN001396,CUST001396,Structured Credit,20721.57,10.21,60,784,1008290.08,60,67.43,6.79,0.02,0,0.35,20721.57,145.05,2
LN001397,CUST001397,Mortgage,28480.34,9.98,120,552,1984849.67,30,81.34,6.82,0.12,0,0.4,28480.34,1367.06,2
LN001398,CUST001398,Auto Loan,62290.33,5.41,180,805,489879.44,0,68.62,6.5,0.02,0,0.25,62290.33,311.45,1
LN001399,CUST001399,Mortgage,17366.79,8.92,48,827,767137.74,60,98.64,4.76,0.06,0,0.4,17366.79,416.8,2
LN001400,CUST001400,Mortgage,48994.83,5.59,240,553,269044.95,60,60.08,8.68,0.11,0,0.25,48994.83,1347.36,2
LN001401,CUST001401,Auto Loan,11033.25,11.33,360,819,2428933.44,90,98.95,5.35,0.21,1,0.4,11033.25,926.79,3
LN001402,CUST001402,Auto Loan,24515.56,11.35,48,761,1582327.6,90,43.9,4.3,0.17,1,0.25,24515.56,1041.91,3
LN001403,CUST001403,Auto Loan,28835.35,9.89,360,765,1869774.18,30,81.03,6.33,0.06,0,0.4,28835.35,692.05,2
LN001404,CUST001404,Mortgage,117289.65,11.48,360,819,1715612.14,0,67.25,7.49,0.05,0,0.25,117289.65,1466.12,1
LN001405,CUST001405,Mortgage,29960.6,10.68,60,565,574820.26,120,89.33,3.07,0.27,0,0.4,29960.6,3235.74,3
LN001406,CUST001406,Mortgage,7778.58,10.8,60,613,1588614.86,0,87.38,4.66,0.12,0,0.4,7778.58,373.37,1
LN001407,CUST001407,Structured Credit,8962.26,8.99,180,788,545685.09,60,88.01,7.95,0.09,0,0.5,8962.26,403.3,2
LN001408,CUST001408,Structured Credit,37190.95,7.14,180,565,1152782.02,60,45.68,6.04,0.08,0,0.35,37190.95,1041.35,2
LN001409,CUST001409,Mortgage,55806.16,6.52,240,601,1530167.06,90,89.34,5.45,0.27,0,0.4,55806.16,6027.07,3
LN001410,CUST001410,Structured Credit,47231.63,7.29,120,568,1507482.51,30,52.84,8.59,0.11,0,0.35,47231.63,1818.42,2
LN001411,CUST001411,Auto Loan,40835.17,9.4,36,642,517915.21,120,41.54,3.54,0.23,0,0.25,40835.17,2348.02,3
LN001412,CUST001412,Auto Loan,81926.82,6.21,120,810,327480.93,0,53.06,6.69,0.02,0,0.25,81926.82,409.63,1
LN001413,CUST001413,Auto Loan,24891.61,6.81,240,847,2046027.21,0,68.76,5.05,0.02,0,0.25,24891.61,124.46,1
LN001414,CUST001414,Auto Loan,67943.88,8.28,48,566,1883325.48,120,84.53,3.42,0.27,0,0.4,67943.88,7337.94,3
LN001415,CUST001415,Mortgage,11586.43,6.63,60,660,434092.54,0,53.12,4.28,0.02,0,0.25,11586.43,57.93,1
LN001416,CUST001416,Structured Credit,19274.47,9.12,120,643,536684.92,30,46.78,6.77,0.08,0,0.35,19274.47,539.69,2
LN001417,CUST001417,Auto Loan,10250.39,11.46,360,559,2258313.5,0,78.76,3.17,0.08,0,0.25,10250.39,205.01,1
LN001418,CUST001418,Auto Loan,29959.7,10.24,60,761,1980540.03,30,99.03,6.55,0.06,0,0.4,29959.7,719.03,2
LN001419,CUST001419,Mortgage,35158.34,9.66,60,786,2491360.67,30,76.05,8.74,0.05,0,0.25,35158.34,439.48,2
LN001420,CUST001420,Structured Credit,39335.04,9.08,120,803,821471.76,120,81.46,7.77,0.24,0,0.5,39335.04,4720.2,3
LN001421,CUST001421,Auto Loan,37923.2,8.42,120,565,1347556.72,120,73.67,5.07,0.23,0,0.25,37923.2,2180.58,3
LN001422,CUST001422,Mortgage,18971.87,6.31,360,693,782034.05,90,86.94,3.83,0.21,0,0.4,18971.87,1593.64,3
LN001423,CUST001423,Auto Loan,31787.6,11.26,360,591,1651300.31,0,98.55,5.79,0.12,0,0.4,31787.6,1525.8,1
LN001424,CUST001424,Auto Loan,12730.9,6.74,180,552,509682.04,0,72.65,5.36,0.08,0,0.25,12730.9,254.62,1
LN001425,CUST001425,Structured Credit,94302.25,5.64,240,705,536297.14,60,65.01,8.83,0.05,0,0.35,94302.25,1650.29,2
LN001426,CUST001426,Structured Credit,29362.15,10.25,240,722,411747.76,0,91.62,8.94,0.09,0,0.5,29362.15,1321.3,1
LN001427,CUST001427,Auto Loan,25790.97,6.23,360,573,1810568.69,0,98.18,5.46,0.12,0,0.4,25790.97,1237.97,1
LN001428,CUST001428,Structured Credit,110443.38,7.6,36,824,1361663.3,120,47.75,3.89,0.17,0,0.35,110443.38,6571.38,3
LN001429,CUST001429,Mortgage,15220.94,5.2,360,624,1639895.24,0,74.69,8.46,0.11,0,0.25,15220.94,418.58,1
LN001430,CUST001430,Structured Credit,16516.07,5.96,180,589,2228427.35,0,87.55,7.76,0.15,0,0.5,16516.07,1238.71,1
LN001431,CUST001431,Mortgage,16859.1,6.21,36,589,1915739.09,0,72.0,6.07,0.08,0,0.25,16859.1,337.18,1
LN001432,CUST001432,Mortgage,34630.5,5.38,120,611,1288876.57,60,64.55,5.19,0.08,0,0.25,34630.5,692.61,2
LN001433,CUST001433,Mortgage,49125.92,9.6,240,787,2464800.97,60,79.31,5.69,0.02,0,0.25,49125.92,245.63,2
LN001434,CUST001434,Mortgage,60947.79,10.86,240,794,1276576.23,90,56.21,8.41,0.2,0,0.25,60947.79,3047.39,3
LN001435,CUST001435,Auto Loan,219783.16,7.61,36,567,503014.01,0,60.95,4.11,0.08,0,0.25,219783.16,4395.66,1
LN001436,CUST001436,Auto Loan,7520.57,11.12,48,689,2483473.18,0,99.54,7.84,0.09,0,0.4,7520.57,270.74,1
LN001437,CUST001437,Auto Loan,55609.81,6.49,180,631,301346.64,0,78.19,3.11,0.08,0,0.25,55609.81,1112.2,1
LN001438,CUST001438,Mortgage,24587.87,7.28,180,738,1487238.01,0,92.38,8.52,0.09,0,0.4,24587.87,885.16,1
LN001439,CUST001439,Auto Loan,24088.97,6.06,180,657,945464.85,0,88.47,6.0,0.06,0,0.4,24088.97,578.14,1
LN001440,CUST001440,Mortgage,23533.01,9.34,240,783,1382992.34,0,79.14,4.36,0.02,0,0.25,23533.01,117.67,1
LN001441,CUST001441,Structured Credit,19222.97,7.94,60,817,1507104.14,0,90.44,3.02,0.06,0,0.5,19222.97,576.69,1
LN001442,CUST001442,Auto Loan,118085.87,9.29,240,653,790215.77,30,57.23,6.36,0.02,0,0.25,118085.87,590.43,2
LN001443,CUST001443,Mortgage,65487.08,10.33,60,683,1502932.2,0,78.23,4.47,0.02,0,0.25,65487.08,327.44,1
LN001444,CUST001444,Mortgage,36909.98,8.82,240,582,1951137.5,30,75.44,6.79,0.08,1,0.25,36909.98,738.2,2
LN001445,CUST001445,Structured Credit,93499.47,9.39,120,786,849647.13,120,77.35,4.69,0.17,0,0.35,93499.47,5563.22,3
LN001446,CUST001446,Auto Loan,12597.2,11.55,240,727,1112708.8,0,50.12,3.53,0.02,0,0.25,12597.2,62.99,1
LN001447,CUST001447,Mortgage,14307.03,7.09,120,561,853546.06,0,56.63,6.03,0.08,0,0.25,14307.03,286.14,1
LN001448,CUST001448,Structured Credit,7906.36,7.51,60,778,2096259.39,0,57.2,6.39,0.02,0,0.35,7906.36,55.34,1
LN001449,CUST001449,Structured Credit,22256.95,10.02,180,818,1881210.08,0,76.12,5.72,0.02,0,0.35,22256.95,155.8,1
LN001450,CUST001450,Mortgage,40667.68,9.28,60,680,2210191.98,0,98.35,5.75,0.06,1,0.4,40667.68,976.02,1
LN001451,CUST001451,Mortgage,39026.69,6.25,36,798,632612.26,0,97.24,6.54,0.06,0,0.4,39026.69,936.64,1
LN001452,CUST001452,Mortgage,40317.44,7.63,180,607,415554.19,0,53.63,6.16,0.08,0,0.25,40317.44,806.35,1
LN001453,CUST001453,Structured Credit,13524.53,8.27,240,553,518612.88,0,58.29,3.8,0.08,1,0.35,13524.53,378.69,1
LN001454,CUST001454,Mortgage,63717.1,7.94,240,785,612291.25,0,42.16,4.18,0.02,0,0.25,63717.1,318.59,1
LN001455,CUST001455,Auto Loan,42947.74,6.25,240,722,1449435.99,120,63.93,3.85,0.17,0,0.25,42947.74,1825.28,3
LN001456,CUST001456,Structured Credit,60665.96,11.47,240,585,2434552.16,0,90.08,7.16,0.15,0,0.5,60665.96,4549.95,1
LN001457,CUST001457,Mortgage,9653.41,10.34,240,828,1053779.69,30,94.95,6.17,0.06,0,0.4,9653.41,231.68,2
LN001458,CUST001458,Mortgage,45163.46,8.37,60,786,2406643.61,0,54.19,5.58,0.02,0,0.25,45163.46,225.82,1
LN001459,CUST001459,Auto Loan,15812.63,9.76,360,824,335951.79,120,55.95,7.79,0.2,1,0.25,15812.63,790.63,3
LN001460,CUST001460,Mortgage,27498.14,11.28,120,845,2335462.46,0,53.25,4.95,0.02,0,0.25,27498.14,137.49,1
LN001461,CUST001461,Auto Loan,52788.86,5.95,360,607,657593.37,0,61.01,6.41,0.08,0,0.25,52788.86,1055.78,1
LN001462,CUST001462,Mortgage,38706.6,6.75,60,567,2303068.72,0,88.29,3.45,0.12,0,0.4,38706.6,1857.92,1
LN001463,CUST001463,Auto Loan,20008.69,8.8,48,585,376511.72,60,78.81,7.47,0.11,1,0.25,20008.69,550.24,2
LN001464,CUST001464,Mortgage,36475.32,10.59,360,678,2383493.76,0,87.16,7.17,0.09,0,0.4,36475.32,1313.11,1
LN001465,CUST001465,Structured Credit,12430.71,5.25,60,550,701796.09,0,74.98,7.81,0.11,1,0.35,12430.71,478.58,1
LN001466,CUST001466,Auto Loan,81241.96,11.89,180,613,931106.64,60,55.46,8.31,0.11,0,0.25,81241.96,2234.15,2
LN001467,CUST001467,Structured Credit,31454.62,8.18,240,611,1354620.27,120,53.68,7.55,0.26,0,0.35,31454.62,2862.37,3
LN001468,CUST001468,Mortgage,79458.09,7.51,60,695,1106621.98,0,40.54,8.07,0.05,0,0.25,79458.09,993.23,1
LN001469,CUST001469,Structured Credit,25120.21,7.05,360,821,1751937.93,0,86.86,5.07,0.06,0,0.5,25120.21,753.61,1
LN001470,CUST001470,Mortgage,25172.23,6.22,120,566,2443317.48,30,90.83,5.06,0.12,0,0.4,25172.23,1208.27,2
LN001471,CUST001471,Mortgage,21270.35,10.54,360,829,1614459.6,0,86.1,8.67,0.09,0,0.4,21270.35,765.73,1
LN001472,CUST001472,Mortgage,67058.57,11.69,240,647,1873342.17,0,44.46,8.49,0.11,0,0.25,67058.57,1844.11,1
LN001473,CUST001473,Structured Credit,22101.44,7.9,360,776,448011.81,90,85.73,6.29,0.21,0,0.5,22101.44,2320.65,3
LN001474,CUST001474,Mortgage,57023.39,11.67,36,792,1662577.97,0,42.75,5.2,0.02,0,0.25,57023.39,285.12,1
LN001475,CUST001475,Auto Loan,27785.88,10.77,48,750,1271162.0,0,46.34,8.2,0.05,1,0.25,27785.88,347.32,1
LN001476,CUST001476,Mortgage,9107.25,8.37,180,728,2243010.31,0,66.43,4.94,0.02,0,0.25,9107.25,45.54,1
LN001477,CUST001477,Structured Credit,24362.01,9.72,120,819,1123474.97,60,68.57,3.92,0.02,0,0.35,24362.01,170.53,2
LN001478,CUST001478,Mortgage,15908.75,8.04,48,783,1778771.82,0,88.97,6.84,0.06,0,0.4,15908.75,381.81,1
LN001479,CUST001479,Mortgage,37187.65,8.91,60,661,763345.89,0,80.77,3.26,0.06,0,0.4,37187.65,892.5,1
LN001480,CUST001480,Mortgage,15783.41,5.41,48,615,833588.2,0,49.2,5.27,0.08,0,0.25,15783.41,315.67,1
LN001481,CUST001481,Structured Credit,69437.52,9.87,240,794,1096275.47,0,53.57,7.85,0.05,0,0.35,69437.52,1215.16,1
LN001482,CUST001482,Auto Loan,34072.53,5.37,240,794,934142.96,0,57.14,4.77,0.02,0,0.25,34072.53,170.36,1
LN001483,CUST001483,Mortgage,32070.21,10.72,36,621,821227.39,60,47.42,8.59,0.11,0,0.25,32070.21,881.93,2
LN001484,CUST001484,Auto Loan,57476.1,10.77,48,598,361754.59,120,57.26,8.73,0.26,1,0.25,57476.1,3735.95,3
LN001485,CUST001485,Auto Loan,71305.94,6.66,360,739,2132679.25,0,83.72,7.89,0.09,0,0.4,71305.94,2567.01,1
LN001486,CUST001486,Auto Loan,35808.15,7.27,48,842,394678.44,0,54.48,8.93,0.05,0,0.25,35808.15,447.6,1
LN001487,CUST001487,Auto Loan,21166.18,8.37,240,726,2246572.41,0,90.12,6.18,0.06,0,0.4,21166.18,507.99,1
LN001488,CUST001488,Mortgage,10490.46,9.18,60,710,532297.13,90,68.17,6.42,0.17,0,0.25,10490.46,445.84,3
LN001489,CUST001489,Auto Loan,22466.15,7.01,60,699,396838.91,0,59.38,8.02,0.05,1,0.25,22466.15,280.83,1
LN001490,CUST001490,Mortgage,23575.22,9.15,180,619,1516760.72,0,64.75,5.96,0.08,0,0.25,23575.22,471.5,1
LN001491,CUST001491,Auto Loan,39141.56,7.08,360,582,1380494.03,60,82.57,5.44,0.12,1,0.4,39141.56,1878.79,2
LN001492,CUST001492,Auto Loan,28521.04,5.39,360,833,1355277.78,0,71.01,6.69,0.02,0,0.25,28521.04,142.61,1
LN001493,CUST001493,Auto Loan,58779.77,5.02,60,809,1542634.74,30,40.44,6.95,0.02,0,0.25,58779.77,293.9,2
LN001494,CUST001494,Auto Loan,23645.11,5.71,48,626,895877.36,60,95.34,7.51,0.15,0,0.4,23645.11,1418.71,2
LN001495,CUST001495,Mortgage,34894.04,10.55,36,659,1741635.87,0,43.96,7.01,0.05,0,0.25,34894.04,436.18,1
LN001496,CUST001496,Mortgage,83182.41,11.73,60,688,1380404.99,0,96.32,7.47,0.09,0,0.4,83182.41,2994.57,1
LN001497,CUST001497,Mortgage,46132.72,7.99,360,584,1003172.8,30,41.69,7.05,0.11,0,0.25,46132.72,1268.65,2
LN001498,CUST001498,Mortgage,34820.92,8.59,360,784,2109626.5,0,86.26,5.88,0.06,0,0.4,34820.92,835.7,1
LN001499,CUST001499,Auto Loan,23828.53,6.03,240,749,1887372.47,60,72.08,3.81,0.02,0,0.25,23828.53,119.14,2
LN001500,CUST001500,Structured Credit,23312.34,8.86,240,700,1135623.27,0,70.34,7.71,0.05,0,0.35,23312.34,407.97,1
LN001501,CUST001501,Mortgage,20021.68,6.01,180,583,2157140.02,90,44.37,3.18,0.23,0,0.25,20021.68,1151.25,3
LN001502,CUST001502,Mortgage,24866.96,9.28,180,673,2320581.06,30,54.32,8.96,0.05,0,0.25,24866.96,310.84,2
LN001503,CUST001503,Auto Loan,61633.82,11.53,48,581,1457949.1,0,86.65,7.97,0.15,0,0.4,61633.82,3698.03,1
LN001504,CUST001504,Auto Loan,31091.14,6.37,60,821,733643.01,90,93.48,7.03,0.24,0,0.4,31091.14,2984.75,3
LN001505,CUST001505,Auto Loan,14117.34,10.35,60,673,2310532.35,0,71.75,8.8,0.05,0,0.25,14117.34,176.47,1
LN001506,CUST001506,Auto Loan,125206.36,5.16,180,627,676329.15,0,61.2,6.67,0.08,0,0.25,125206.36,2504.13,1
LN001507,CUST001507,Mortgage,45432.17,7.63,60,625,358952.26,0,43.6,3.34,0.08,0,0.25,45432.17,908.64,1
LN001508,CUST001508,Mortgage,13563.53,5.78,48,609,986845.77,0,80.93,6.36,0.12,0,0.4,13563.53,651.05,1
LN001509,CUST001509,Mortgage,26654.3,7.47,36,634,1885674.28,60,56.71,4.66,0.08,0,0.25,26654.3,533.09,2
LN001510,CUST001510,Mortgage,39246.61,6.21,240,629,2327366.69,90,43.3,5.22,0.23,1,0.25,39246.61,2256.68,3
LN001511,CUST001511,Structured Credit,119756.34,7.61,48,721,1683892.71,90,79.95,5.76,0.17,0,0.35,119756.34,7125.5,3
LN001512,CUST001512,Mortgage,16719.34,7.92,60,807,2391636.73,0,69.14,7.65,0.05,0,0.25,16719.34,208.99,1
LN001513,CUST001513,Structured Credit,71914.16,7.1,48,828,457834.39,120,40.72,6.02,0.17,1,0.35,71914.16,4278.89,3
LN001514,CUST001514,Auto Loan,96726.29,9.6,240,770,386695.89,0,46.66,5.85,0.02,0,0.25,96726.29,483.63,1
LN001515,CUST001515,Auto Loan,23387.15,11.43,120,595,1609431.89,30,81.95,4.81,0.12,0,0.4,23387.15,1122.58,2
LN001516,CUST001516,Auto Loan,29903.79,7.8,360,622,2423761.73,0,43.82,6.24,0.08,0,0.25,29903.79,598.08,1
LN001517,CUST001517,Mortgage,17581.17,6.35,240,603,1381122.95,0,91.96,4.49,0.12,0,0.4,17581.17,843.9,1
LN001518,CUST001518,Structured Credit,31494.78,6.9,360,770,365909.26,60,58.68,4.57,0.02,0,0.35,31494.78,220.46,2
LN001519,CUST001519,Auto Loan,35397.17,10.98,240,558,747741.98,0,45.32,7.54,0.11,0,0.25,35397.17,973.42,1
LN001520,CUST001520,Structured Credit,57627.49,9.0,120,721,800784.04,0,85.59,5.06,0.06,0,0.5,57627.49,1728.82,1
LN001521,CUST001521,Auto Loan,77895.89,8.19,60,633,1010178.54,0,71.47,3.31,0.08,0,0.25,77895.89,1557.92,1
LN001522,CUST001522,Structured Credit,21511.28,6.05,60,561,348107.61,60,58.4,5.06,0.08,1,0.35,21511.28,602.32,2
LN001523,CUST001523,Auto Loan,9162.48,8.15,36,581,2286008.58,0,64.37,6.83,0.08,0,0.25,9162.48,183.25,1
LN001524,CUST001524,Auto Loan,35779.44,6.95,240,838,1410018.88,0,41.28,7.88,0.05,0,0.25,35779.44,447.24,1
LN001525,CUST001525,Mortgage,44599.43,11.6,48,821,1759594.28,0,79.76,8.77,0.05,0,0.25,44599.43,557.49,1
LN001526,CUST001526,Auto Loan,43243.07,11.19,36,727,401138.88,0,61.95,7.48,0.05,0,0.25,43243.07,540.54,1
LN001527,CUST001527,Auto Loan,28892.25,5.59,60,663,371759.8,0,82.84,5.57,0.06,0,0.4,28892.25,693.41,1
LN001528,CUST001528,Auto Loan,39629.4,8.62,60,575,1569552.49,0,77.69,4.79,0.08,0,0.25,39629.4,792.59,1
LN001529,CUST001529,Structured Credit,104905.1,6.58,180,786,2246416.02,60,79.08,3.78,0.02,0,0.35,104905.1,734.34,2
LN001530,CUST001530,Mortgage,47439.66,7.88,36,721,1439084.5,0,87.57,6.77,0.06,1,0.4,47439.66,1138.55,1
LN001531,CUST001531,Auto Loan,27963.13,11.14,60,782,2225093.14,90,77.87,6.06,0.17,0,0.25,27963.13,1188.43,3
LN001532,CUST001532,Mortgage,25587.56,8.69,120,586,2074730.36,0,65.12,7.07,0.11,0,0.25,25587.56,703.66,1
LN001533,CUST001533,Mortgage,32244.52,7.34,360,814,420671.02,0,63.4,4.42,0.02,0,0.25,32244.52,161.22,1
LN001534,CUST001534,Auto Loan,114201.3,6.46,180,562,704404.32,0,47.17,4.94,0.08,0,0.25,114201.3,2284.03,1
LN001535,CUST001535,Mortgage,31942.4,10.6,48,655,1729849.01,0,86.77,4.75,0.06,0,0.4,31942.4,766.62,1
LN001536,CUST001536,Auto Loan,35815.78,9.37,360,675,1247878.11,90,85.67,7.79,0.24,0,0.4,35815.78,3438.31,3
LN001537,CUST001537,Auto Loan,25909.9,8.28,180,679,904074.58,0,54.78,4.03,0.02,0,0.25,25909.9,129.55,1
LN001538,CUST001538,Mortgage,78377.2,6.52,240,805,1191926.18,0,91.76,6.65,0.06,0,0.4,78377.2,1881.05,1
LN001539,CUST001539,Auto Loan,143184.04,7.34,240,664,1251699.2,60,75.34,3.31,0.02,0,0.25,143184.04,715.92,2
LN001540,CUST001540,Mortgage,49783.01,11.72,48,848,2298742.56,60,68.72,6.3,0.02,0,0.25,49783.01,248.92,2
LN001541,CUST001541,Mortgage,38481.81,8.64,120,673,482781.14,0,41.05,3.38,0.02,0,0.25,38481.81,192.41,1
LN001542,CUST001542,Auto Loan,37262.7,7.8,48,805,879394.18,30,62.96,4.06,0.02,0,0.25,37262.7,186.31,2
LN001543,CUST001543,Mortgage,6843.03,8.65,36,688,1459520.84,30,78.44,3.68,0.02,0,0.25,6843.03,34.22,2
LN001544,CUST001544,Auto Loan,61181.83,10.45,360,755,1821145.58,120,45.38,5.08,0.17,0,0.25,61181.83,2600.23,3
LN001545,CUST001545,Structured Credit,39891.42,7.38,48,596,1668933.9,90,67.57,5.06,0.23,0,0.35,39891.42,3211.26,3
LN001546,CUST001546,Mortgage,49012.93,6.25,48,766,2368696.16,0,99.61,7.96,0.09,0,0.4,49012.93,1764.47,1
LN001547,CUST001547,Structured Credit,22070.04,9.09,180,672,2040120.08,0,82.99,4.35,0.06,0,0.5,22070.04,662.1,1
LN001548,CUST001548,Mortgage,27746.92,9.66,120,580,1503422.89,0,72.81,3.52,0.08,0,0.25,27746.92,554.94,1
LN001549,CUST001549,Auto Loan,27235.66,9.99,48,604,733036.06,0,71.98,6.62,0.08,0,0.25,27235.66,544.71,1
LN001550,CUST001550,Mortgage,74245.77,11.17,36,702,1264467.02,0,42.63,7.12,0.05,0,0.25,74245.77,928.07,1
LN001551,CUST001551,Structured Credit,27857.8,7.6,180,835,1810110.05,60,97.44,4.77,0.06,0,0.5,27857.8,835.73,2
LN001552,CUST001552,Mortgage,156039.15,5.53,120,585,2135414.89,60,95.69,6.62,0.12,1,0.4,156039.15,7489.88,2
LN001553,CUST001553,Structured Credit,49099.48,11.71,120,834,2409406.5,0,80.94,7.66,0.09,0,0.5,49099.48,2209.48,1
LN001554,CUST001554,Structured Credit,14868.83,8.05,60,805,1612268.72,30,45.94,5.09,0.02,0,0.35,14868.83,104.08,2
LN001555,CUST001555,Auto Loan,33190.45,9.36,240,727,1435568.58,120,52.47,6.15,0.17,0,0.25,33190.45,1410.59,3
LN001556,CUST001556,Auto Loan,23013.3,9.66,360,585,289806.83,30,51.03,3.88,0.08,0,0.25,23013.3,460.27,2
LN001557,CUST001557,Mortgage,7816.03,8.83,36,803,412222.91,90,71.17,3.14,0.17,0,0.25,7816.03,332.18,3
LN001558,CUST001558,Mortgage,111260.51,6.44,240,711,601236.24,0,52.47,8.89,0.05,0,0.25,111260.51,1390.76,1
LN001559,CUST001559,Structured Credit,59408.93,10.29,180,570,373209.85,30,81.75,4.8,0.12,0,0.5,59408.93,3564.54,2
LN001560,CUST001560,Structured Credit,52746.1,10.63,180,843,1151942.29,0,72.71,4.67,0.02,0,0.35,52746.1,369.22,1
LN001561,CUST001561,Auto Loan,40773.29,8.87,36,624,1007976.73,0,41.06,8.84,0.11,0,0.25,40773.29,1121.27,1
LN001562,CUST001562,Auto Loan,13802.26,8.42,120,756,1684046.86,30,84.64,7.37,0.09,0,0.4,13802.26,496.88,2
LN001563,CUST001563,Mortgage,25886.27,5.8,48,727,1455246.49,30,51.33,6.51,0.02,0,0.25,25886.27,129.43,2
LN001564,CUST001564,Auto Loan,65463.4,5.59,36,586,1590934.21,0,89.49,7.2,0.15,0,0.4,65463.4,3927.8,1
LN001565,CUST001565,Structured Credit,17398.62,7.38,180,669,1311948.71,90,61.3,7.26,0.2,0,0.35,17398.62,1217.9,3
LN001566,CUST001566,Mortgage,6171.9,7.18,240,667,874908.58,120,60.32,7.58,0.2,1,0.25,6171.9,308.6,3
LN001567,CUST001567,Mortgage,30977.79,11.68,360,550,2393856.96,0,40.71,3.4,0.08,0,0.25,30977.79,619.56,1
LN001568,CUST001568,Auto Loan,32884.93,10.49,36,758,444420.61,0,99.26,5.48,0.06,0,0.4,32884.93,789.24,1
LN001569,CUST001569,Mortgage,39930.45,9.62,120,757,2362504.75,0,76.72,4.77,0.02,0,0.25,39930.45,199.65,1
